"id","materia","topico","colegio","ano","versao","questao","alt_a","alt_b","alt_c","alt_d","alt_e","gabarito"
"a33f9f0f-9e2e-4cc3-b8f2-25491aeb3692","Matemática","VII - Tratamento da Informação","Colégio Militar de Manaus",2024,NA,"Um item de vestuário tornou-se muito utilizado no dia a dia da humanidade. Como objetivo de proteger contra doenças, a máscara é um item de extrema necessidade individual e coletiva. Jonas produz e vende em sua loja máscaras caseiras, seguindo os modelos e as especificações de materiais para cada uma de suas partes. Para o modelo de elástico, existem dois tipos e três cores; para o modelo de lado interno da máscara, existem dois tipos; e para o modelo de lado externo da máscara, existem três tipos e dois padrões. Veja na figura abaixo.  ![](1761343771_Captura de tela 2025-10-24 190917.png){width=300px} 
Sabendo que para confeccionar uma única máscara é preciso um modelo de elástico, um modelo para o tecido interno e um modelo para o tecido externo, a quantidade de máscaras distintas que Jonas pode produzir é de:","12","14","50","72","84","d"
"706ab2d1-dffa-4cdc-9c6e-93b85db7cffe","Matemática","IV - Frações","Colégio Militar de Manaus",2024,NA,"Roberta ganhou um determinado valor em um sorteio. Seu irmão quis saber qual a quantia recebida por Roberta. Sabendo da curiosidade do irmão, Roberta resolveu manter o mistério em torno do valor do prêmio e deu a ele três pistas para que ele pudesse determinar o valor recebido. Veja abaixo as pistas que Roberta deixou.  ![](1761344055_Captura de tela 2025-10-24 191357.png){width=300px} 
Se seguir corretamente as pistas de Roberta, que valor seu irmão encontrará para o prêmio que ela recebeu no sorteio?","R$ 1.053,00","R$ 3.900,00","R$ 5.200,00","R$ 5.850,00","R$ 3.200,00","c"
"1718bea2-83c5-477b-bb6b-fa75be8633ed","Matemática","V - Números Decimais","Colégio Militar de Manaus",2024,NA,"A professora Ana deixou a expressão numérica abaixo para ser entregue na aula seguinte.
  ![](1761344182_Captura de tela 2025-10-24 191608.png){width=300px} 
O resultado da expressão acima é:","1,9","1,19","0,19","3,5","0,35","c"
"fa0aff63-c1da-4c91-a3d1-7ceda8e0d0c7","Matemática","III - Múltiplos e Divisores","Colégio Militar de Manaus",2024,NA,"Carolina recebeu de sua professora de matemática quadrados com nove quadradinhos cada. Um dos quadrados continha as letras A, B, C, D, E, F, G, H e I. Os demais estavam em branco, de acordo com a figura abaixo.

  ![](1761577113_Captura de tela 2025-10-27 115814.png){width=300px} 

Nos quadrados em branco, a professora pediu que a estudante escrevesse os números naturais positivos, sempreda esquerda para direita e de cima para baixo, como no exemplo a seguir.

  ![](1761577142_Captura de tela 2025-10-27 115854.png){width=300px} 

A professora queria que qualquer número pudesse ser codificado por meio do quadrado em que estava e da letra que esse número representava, respectivamente. Por exemplo, o número 6 é codificado como1F, pois está no quadrado 1 na posição F. Já o número 13 é codificado como 2D, pois está no quadrado 2 na posição D. O número 2024 é codificado como:","224H","225H","223B","226A","252B","b"
"ec1a8350-3efb-49f5-8446-c39a512089d8","Matemática","III - Múltiplos e Divisores","Colégio Militar de Manaus",2024,NA,"A professora de Renata passou uma atividade de soma de frações para que a turma realizasse em sala. O último item da atividade era um desafio. A professora escreveu a fração $\dfrac{4}{7}$ como soma de duas frações e apagou alguns números naturais positivos, substituindo-os por símbolos, como mostra a figura abaixo.

  ![](1761577439_Captura de tela 2025-10-27 120346.png){width=300px} 

Sabendo que os valores desconhecidos são os de menor soma possível para que a igualdade seja verdadeira, pode-se afirmar que soma   ![](1761577489_Captura de tela 2025-10-27 120426.png){width=300px} é um número:","múltiplo de 3.","divisor de 100.","par.","primo.","múltiplo de 17.","d"
"d09a2053-2db7-4d46-bc1c-934ecee95f01","Matemática","III - Múltiplos e Divisores","Colégio Militar de Manaus",2024,NA,"Diana, certo dia, fez brigadeiros para dividir entre suas três amigas. Os brigadeiros foram distribuído sem oito embalagens, cada uma com certa quantidade, conforme tabela abaixo.

  ![](1761577565_Captura de tela 2025-10-27 120556.png){width=300px} 

Infelizmente, Diana esqueceu a quantidade que colocou na embalagem de número 8, porém, lembrava que havia feito menos que 70 brigadeiros e que a quantidade total era um número múltiplo de três. Além disso, a embalagem de número 8 tinha a maior quantidade de brigadeiros em relação às demais. Para não ser injusta, Diana distribuiu as embalagens entre suas amigas de modo que cada uma tenha recebido a mesma quantidade de brigadeiros, porém não mais que três embalagens para cada amiga. Em relação à amiga que recebeu apenas duas embalagens, pode-se afirmar que ela também recebeu:","a embalagem número 8","a embalagem número 1","a embalagem número 6","a embalagem número 7","a embalagem número 2","a"
"e224886b-ee24-4419-bfaf-76e7834f2590","Matemática","III - Múltiplos e Divisores","Colégio Militar de Manaus",2024,NA,"Paola desafiou sua amiga de sala a resolver um problema de multiplicação. Ela escreveu as letras A,B, C, D, E, F e G distribuídas no algoritmo da multiplicação, como mostrado abaixo.

  ![](1761577957_Captura de tela 2025-10-27 121222.png){width=300px} 

Paola informou a sua amiga que cada letra representava um único algarismo de 0 a 9. Sabendo que letras iguais assumem valores iguais, pode-se concluir que o valor de A + B + C + D + E + F + G é um número:","primo."," múltiplo de 3.","divisor de 25.","múltiplo de 11."," múltiplo de 7.","d"
"e0dc2c05-54e2-44b3-905f-8f8fdf2987c6","Matemática","VI - Medidas Geométricas","Colégio Militar de Manaus",2024,NA,"Marcele desenvolveu um jogo que se utiliza um dado de seis faces numeradas de 1 a 6eumcaminhoquadriculado. O dado é posicionado no início do caminho, indicado pelo quadrado verde, e deve ser girado sucessivamente, seguindo a orientação, até chegar ao fim, indicado pelo quadrado vermelho, conforme o exemplo abaixo.


  ![](1761578101_Captura de tela 2025-10-27 121450.png){width=300px} 

Utilizando exatamente o exemplo acima e sabendo que a soma das faces opostas do dado é sempre7, o número que estará na face superior na posição final será:","1","2","3","4","5","c"
"95aa1fff-d2a7-4a97-89f4-525a32940747","Matemática","VI - Medidas Geométricas","Colégio Militar de Manaus",2024,NA,"A aluna Luiza recebeu de sua professora uma malha quadriculada na qual cada quadradinho da malha tem área $4 mm^2$. A área na cor cinza, em centímetros quadrados, é:
  ![](1761578199_Captura de tela 2025-10-27 121608.png){width=300px} ","272","27,2","2,72","0,272","0,0272","c"
"c0eb49b2-d0d0-43f8-9cc6-80ec1e4118df","Matemática","VII - Tratamento da Informação","Colégio Militar de Manaus",2024,NA,"A estudante Franciane, do 6º ano, escreve em seu caderno todas as notas que tira em suas avaliações de matemática. A tabela abaixo mostra as notas que Franciane tirou, com exceção de duas, em nove avaliações realizadas no mesmo ano letivo.

  ![](1761578332_Captura de tela 2025-10-27 121813.png){width=300px} 

Franciane esqueceu de escrever as notas das avaliações 3 e 5, mas lembra que a média de suas notas foi um número múltiplo de 2 e de 3. Sabe-se que todas as avaliações têm pontuação máxima de 10,0pontoseFranciane não tirou nota 0 (zero) em nenhuma das avaliações. Dentre as possíveis notas tiradas por Franciane nas avaliações 3 e 5, a probabilidade dessas notas serem números primos é de:","$\dfrac{5}{9}$","$\dfrac{3}{11}$","$\dfrac{7}{9}$","$\dfrac{1}{3}$","$\dfrac{2}{3}$","d"
"c1a82767-7b1b-4b49-9435-40141be95cee","Português","CMM - 2024/2025","Colégio Militar de Manaus",2024,NA,"  ![](1761578504_Captura de tela 2025-10-27 122135.png){width=300px} 
  ![](1761578541_Captura de tela 2025-10-27 122212.png){width=300px} 
  ![](1761578575_Captura de tela 2025-10-27 122247.png){width=300px} 
  ![](1761578618_Captura de tela 2025-10-27 122327.png){width=300px} 
  ![](1761578652_Captura de tela 2025-10-27 122404.png){width=300px} 
  ![](1761578680_Captura de tela 2025-10-27 122433.png){width=300px} 

Com base na leitura do Texto I, marque a opção correta em relação ao sentido da palavra destacada nos trechos em análise.","A palavra **“piruetas”** (l. 8) se refere às ações de todas as meninas que pareciambemnervosas.","Em “Eles estavam **imóveis.**” (l. 11), o termo destacado pode ser substituído por “irrequietos”, sem perda de sentido no contexto.","No trecho “O barulho e o movimento pareciam ter **desaparecido.**” (l. 21, 22), o termo destacado pode ser substituído por “desapontado”, sem perda de sentido no contexto.","O vocábulo destacado em “Ela tinha se **esforçado** muito e sabia o que fazer.” (l. 27, 28), o termo destacado tem o sentido de “desenvolvido”.","Em “Deu uma cambalhota alta e dançou **graciosamente** no chão.” (l. 44), o termo destacado pode ser substituído por “desajeitadamente”, sem perda de sentido no contexto.","d"
"ea810f70-22f7-4c9d-9b59-9591f6545213","Português","CMM - 2024/2025","Colégio Militar de Manaus",2024,NA,"Marque a alternativa cujo termo em destaque NÃO apresenta sentido de tempo:","“**Era um dia** muito importante.” (l. 9).","“A impressão era de que estavam muito longes **dali.**” (l. 11, 12).","“**Hoje** ela tinha que dar um salto-mortal na trave na frente dos juízes! Será que ela conseguiria?”(l. 13,14).","“E Gemma era a última ginasta da equipe. Portanto, teria que segurar sua ansiedade até o **último minuto.**”(l. 15, 16).","“**Agora** Gemma se sentia tranquila. Ela tinha se esforçado muito e sabia o que fazer.” (l. 27, 28).","b"
"ab419e35-7c9d-4b63-a5d4-1adad8eca482","Português","CMM - 2024/2025","Colégio Militar de Manaus",2024,NA,"Assinale a alternativa que apresenta uma atitude realizada exclusivamente por Michael, o técnico do time:","“ficava franzindo a testa e pulando no lugar.” (l. 1, 2).","“estava de cara feia.” (l. 18).","“não entendia o que aquela nota realmente significava.” (l. 57, 58).","“sorria e chorava ao mesmo tempo.” (l. 71).","“teve a chance de olhar bem para o troféu.” (l. 73).","b"
"0702faa7-d6b6-4d47-9d26-a1c99ab03ae5","Português","CMM - 2024/2025","Colégio Militar de Manaus",2024,NA,"Assinale a opção em que se observa a opinião do narrador.","“Todas as meninas estavam de cabelo preso.” (l. 4, 5).","“Gemma conseguia ver seus pais sentados nas arquibancadas.” (l. 10, 11).","“Ela se saiu muito bem tanto nas barras quanto no solo.” (l. 43).","“Ela não conseguia parar de sorrir.” (l. 67, 68).","“o troféu mostrava uma ginasta executando o melhor salto do mundo.” (l. 83).","c"
"40159972-6ae8-4e9f-b05d-45b1d5b88c26","Português","CMM - 2024/2025","Colégio Militar de Manaus",2024,NA,"Em “Mas, para quem não **as** conhecia” (l. 4), o termo destacado refere-se","às meninas que estavam calmas no ginásio, especificamente.","às moças da plateia que torciam para Gemma.","a duas meninas que estavam de cabelo preso, no ginásio estadual.","à Kathy, Anika, Fiona e Naomi.","à equipe contrária ao time do qual Gemma participava.","d"
"bb2062b5-eaf3-47d0-b9c3-98db75713d65","Português","CMM - 2024/2025","Colégio Militar de Manaus",2024,NA,"Considerando o contexto da narrativa, na frase ""Kathy deu um tapinha nas costas de Gemma""(l.40),o uso de uma forma no diminutivo expressa","a intensidade com que a ação foi praticada.","um desprezo em relação ao desempenho de Gemma.","um consolo quanto ao resultado abaixo do esperado pela equipe.","a descontração com que as atletas encaram a competição.","uma infantilização por parte da colega, ao fazer uma brincadeira indevida com Gemma.","a"
"8716d70b-492d-4c1d-86d8-362f3e712888","Português","CMM - 2024/2025","Colégio Militar de Manaus",2024,NA,"  ![](1761579686_Captura de tela 2025-10-27 124112.png){width=300px} 
  ![](1761579721_Captura de tela 2025-10-27 124153.png){width=300px} 
  ![](1761579762_Captura de tela 2025-10-27 124224.png){width=300px}
  ![](1761579806_Captura de tela 2025-10-27 124317.png){width=300px} 

No trecho, “O que começou com uma **competição modesta** entre alguns pacientes veio a se tornar um dos maiores símbolos de inclusão do mundo.” (l. 3 a 5), a expressão destacada indica","que a prática esportiva não ajudaria no condicionamento físico, nem restauraria a dignidade e a autoestima daquelas pessoas.","que as competições começaram despretensiosas.","que os Jogos Paralímpicos começaram como uma grande competição mundial de diversos esportes.","que os atletas tinham uma perspectiva de vida de apenas dois anos, e o tempo de recuperação era marcado por longos períodos de inatividade.","que as competições eram prejudiciais devido às graves lesões.","b"
"069c39a9-0c93-4c1a-b335-9b8a52751cff","Português","CMM - 2024/2025","Colégio Militar de Manaus",2024,NA,"A partir da compreensão do texto lido, assinale a alternativa correta.","O texto pretende narrar a trajetória dos soldados no momento pós-Segunda Guerra Mundial até a primeira participação deles nos jogos Paralímpicos.","De acordo com o texto prescritivo lido, o neurologista Sir Ludwig Guttmann induziu seus pacientes inativos a uma abordagem revolucionária, o que culminou na realização dos primeiros Jogos Paralímpicos oficiais em1960.","Sobre o texto opinativo em análise, verifica-se que o autor defende sua tese no trecho: “um dos maiores símbolos de inclusão do mundo.” (l. 4, 5).","O gênero lido mistura notícia com ficção ao enfatizar a importância da reintegração social dos soldados na sociedade.","O texto noticia um fato histórico relevante ao detalhar como uma técnica terapêutica para soldados se tornou um dos maiores eventos esportivos mundiais.","e"
"e4256ae2-196e-447e-9ca0-51c97370cf11","Português","CMM - 2024/2025","Colégio Militar de Manaus",2024,NA,"Verifica-se, sobre o foco temático, que o texto II","descreve o surgimento, a evolução e a consolidação do movimento Paralímpico a partir do ano de 1948 até a atualidade.","versa sobre o tratamento ineficaz ofertado por Dr. Guttmann em um hospital inglês no ano de 1948.","aborda a história dos soldados escalados para a Segunda Guerra Mundial e a posterior participação deles nos Jogos Olímpicos.","trata a respeito da importância de se ter atletas com diferentes tipos de deficiência nos Jogos Paralímpicos de Paris, neste ano de 2024.","expõe a realidade vivida pelos pacientes de um hospital inglês, que foram submetidos a cuidados inativos por meio dos esportes, para posterior participação no primeiro evento esportivo internacional, em1952.","a"
"fbd9c1fa-345b-4726-bce5-eb52578335c9","Português","CMM - 2024/2025","Colégio Militar de Manaus",2024,NA,"No trecho: “A britânica Caz Walton, uma das primeiras medalhistas paralímpicas, deu seu depoimento ao Comitê Paralímpico Internacional” (l. 20, 21) as vírgulas foram usadas coma finalidade de","enumerar os feitos da britânica Walton.","isolar expressão corretiva acerca da britânica","explicar um termo antecedente, no caso, quem é a britânica Caz Waltson.","resumir o fato de que Caz Walton fez um depoimento ao Comitê Paralímpico Internacional.","especificar o feito histórico de que a britânica foi a única medalhista paralímpica.","c"
"ef249c16-5f09-4072-adbf-25afe3b026a0","Português","CMM - 2024/2025","Colégio Militar de Manaus",2024,NA,"Assinale a alternativa em que a palavra destacada tem a mesma classificação tônica do termo sublinhado em ""a trajetória deste evento remonta ao **período** pós-Segunda Guerra Mundial” (l. 2, 3).","""em um hospital **inglês**"" (l. 3).","""muitos com **lesões** na coluna"" (l. 6).","""A **perspectiva** de vida para essas pessoas"" (l. 8).","""do centro nacional **britânico** de traumatismos"" (l. 12).","""não apenas **ajudaria** no condicionamento físico"" (l. 15).","d"
"58b2ab90-f38c-4177-82c5-c93078f3bb32","Português","CMM - 2024/2025","Colégio Militar de Manaus",2024,NA,"No trecho “Naquele tempo depois da guerra, os militares feridos – muitos com lesões na coluna que os deixaram paralisados – eram encaminhados ao hospital Stoke Mandeville, no interior da Inglaterra, para tratamento” (l. 6 a 8), há:","Um pronome demonstrativo e um pronome pessoal","Um pronome demonstrativo, um pronome pessoal e um pronome possessivo","Dois pronomes demonstrativos","Dois pronomes pessoais","Um pronome pessoal e um pronome possessivo","a"
"c1cc8cc0-70b6-46dc-8cea-44f38fd77471","Português","CMM - 2024/2025","Colégio Militar de Manaus",2024,NA,"  ![](1761580457_Captura de tela 2025-10-27 125408.png){width=300px} 

Releia o trecho “Além de servir como uma porta de entrada para atletas promissores em eventos olímpicos, a Olimpíada da Juventude tem o objetivo de inspirar jovens de todo o mundo a praticar esportes[...]”(l. 1, 2). Dentro do contexto em que está inserido, o vocábulo “promissores” pode ser substituído, sem mudança de sentido por:"," Desvantajosos","Adversos","Auspiciosos","Perniciosos","Danosos","c"
"f8b81417-70cd-4727-bca5-b39a6f70c041","Português","CMM - 2024/2025","Colégio Militar de Manaus",2024,NA,"No trecho analisado no item anterior, “Além de servir como uma porta de entrada para atletas promissores em eventos olímpicos, a Olimpíada da Juventude tem o objetivo de inspirar jovens de todo o mundo a praticar esportes...” (l. 1, 2), a expressão “porta de entrada”:","Tem sentido literal, pois se refere ao local por onde os atletas promissores devem começar a praticar esportes.","Está no sentido figurado e significa “oportunidade inicial” ou “ponto de partida”.","É uma suavização da ideia de “inspiração”, pois nem todo atleta participa da Olimpíada da Juventude.","Cria um exagero desnecessário, pois a Olimpíada da Juventude não garante que os atletas participem dos Jogos Olímpicos.","Refere-se a um tipo de equipamento esportivo usado nos eventos olímpicos.","b"
"111bdeea-1a51-40af-beed-fb2ee88775fd","Português","CMM - 2024/2025","Colégio Militar de Manaus",2024,NA,"O texto III pretende","informar o leitor jovem sobre a prescindibilidade da prática de esportes.","banalizar as modalidades olímpicas juvenis a partir da formação de equipes mistas","chamar a atenção dos atletas veteranos para esse novo tipo de Olimpíada.","preparar atletas jovens para competirem nas Olimpíadas de 2028.","destacar a importância da prática de várias modalidades esportivas, objetivando a melhora do desporto entre jovens de todo o mundo, por meio da Olimpíada da Juventude.","e"
"dfd1487f-c7d6-4273-a370-61fcb79b0d41","Português","CMM - 2024/2025","Colégio Militar de Manaus",2024,NA,"Releia o trecho a seguir e indique a alternativa que substitui o termo destacado, sem alterar seu sentido no contexto.

“Além disso, a competição aceita **ainda** que atletas formem equipes mistas entre o sexo masculino e feminino”. (l. 8, 9)","ainda que","ainda assim","logo","inclusive","mesmo assim","d"
"9215bce5-bb4c-4483-bd80-bc3b906cd4f9","Português","CMM - 2024/2025","Colégio Militar de Manaus",2024,NA,"  ![](1761581084_Captura de tela 2025-10-27 130303.png){width=300px} 
  ![](1761581109_Captura de tela 2025-10-27 130502.png){width=300px} 

A história em quadrinhos constitui-se da linguagem verbal associada a elementos não verbais. No último quadrinho da tira, as expressões faciais mostram:","Desdém","Indignação","Surpresa","Assombro","Entusiasmo","e"
"c8ebe297-f8d3-4cce-a9ca-a343edfadcb4","Português","CMM - 2024/2025","Colégio Militar de Manaus",2024,NA,"Assinale o item que justifica o uso da vírgula no excerto do terceiro quadrinho: “Já entendemos, Barão!”.","A vírgula foi usada de maneira errônea no fragmento, por ser de uso proibido antes de nome próprio.","Trata-se de uso equivocado, já que a ordem correta do trecho seria: “Barão, já entendemos!”.","O uso da vírgula é obrigatório, uma vez que isola um chamamento dentro da frase.","No caso em análise, o uso da vírgula é facultativo por fazer a retomada ao nome próprio Pierri de Fredi.","Justifica-se o uso proibitivo da vírgula, pois ela enfatiza o termo Barão.","c"
"d4f0a2a1-b953-4152-b8c9-5287526a1789","Português","CMM - 2024/2025","Colégio Militar de Manaus",2024,NA,"Ainda sobre o trecho analisado no item anterior, a forma verbal na frase “Já entendemos, Barão! ”indica uma ação no pretérito perfeito do modo indicativo. Se quiséssemos colocar tal verbo no futuro do pretérito do mesmo modo, a grafia correta seria:"," entenderíamos","entendíamos","entendêramos","entendermos","entenderemos","a"
"e974bca1-c10c-4c3c-ae8e-74905da47b1b","Português","CMM - 2024/2025","Colégio Militar de Manaus",2024,NA,"O uso de aspas no primeiro e segundo quadrinho da historinha indica:","Uma citação direta do livro que o personagem está lendo no primeiro quadrinho.","O pensamento de Pierre de Fredi, o barão de Coubertin.","O início do diálogo de Titi com os demais personagens da Turma da Mônica.","A marcação de estrangeirismos, uma vez que o personagem era francês.","A fala de um narrador desconhecido.","e"
"f6d9f037-e521-433d-95fd-a6b37ff82926","Matemática","V - Números Decimais","Colégio Militar de Belém",2024,NA,"As olimpíadas de 2024 realizadas em Paris, contaram com um excelente resultado das
meninas da ginástica artística brasileira que conquistaram o resultado inédito para o Brasil, a
medalha de bronze. A pontuação dos Estados Unidos foi 171,3 e a do Brasil foi 4% menor que
essa. Calcule a nota que deu a medalha de bronze ao Brasil.","165,5","165,3","164,8","164,4","154,5","d"
